oid	accepted_name	accepted_rank	max_ma	min_ma	stratigraphy	lithostratigraphy	biostratigraphy	locality	country_code	references	specimen_no	pbdb_occurrences	gbif_occurrences	lat	lng	utm	paleo_lng	paleo_lat	higher_than	comments
636	Stenopterygius quadriscissus	species	183.7	180.36	lower Toarcian	Posidonienschiefer Formation	Dactylioceras tenuicostatum–Harpoceras serpentinum biozones	Holzmaden, Baden-Württemberg, Germany	DE	Maisch2008P	GPIT 1491/14, FSF 457, HNS 'Q26'	1134488		48.63531	9.52689					
637	Ophthalmosaurus icenicus	species	164.95	164.18	lower Callovian	Oxford Clay Formation, Peterborough Member	Sigaloceras calloviense–Erymnoceras coronatum ammonoid biozones	Peterborough, Cambridgeshire, England, UK	GB	Moon2016MPS,Araujo2008IJES	LEICT 100'1949/17, LEICT 100'1949/25, LEICT 100'1949/20, LEICT 100'1949/21, LEICT 100'1949/27, LEICT 100'1949'43, LSICT 100'1949/64, LEICT 100'1949/197, LEICT 100'1949/45, LeICT 100'1949/75, LEICT 100'1949/198, LEICT 100'1949/202, NMING F21787, NHMUK PV R2133, NHMUK PV R2134, GLAHM V1070, GLAHM V1611, GLAHM V1612, GLAHM V1885, GLAHM V1916, GLAHM V1920, NHMUK PV R2132, NHMUK PV R2138, NHMUK PV R2149, NHMUK PV R 2160, NHMUK PV R2180, NHMUK PV R2181-R2182, NHMUK PV R2185, NHMUK PV R3013, NHMUK PV R3535, NHMUK PV R3702, NHMUK PV R3893, NHMUK PV R4753, NHMUK PV R10031, NHMUK PV R10032, PETMG R220, PETMG R222, PETMG R335	1067115,1121621,1129617		52.55131	-0.25303					fossils from within several beds of the Peterborough Member, particularly 9 and 15
638	Ophthalmosaurus icenicus	species	164.95	164.18	lower Callovian	Oxford Clay Formation, Peterborough Member	Sigaloceras calloviense–Erymnoceras coronatum ammonoid biozones	Whittlesey, Cambridgeshire, England, UK	GB	Moon2016MPS	CAMSM J54491-J54492, CAMSM 65451, CAMSM J65490, CAMSM J65581, CAMSM J65582, CAMSM J65583, CAMSM J65584, CAMSM J65586, CAMSM J65587, CAMSM J65588–J65589, CAMSM J 65990, CAMSM J66012, CAMSM J66013, CAMSM J66134, CAMSM J66275, CAMSM J66276, CAMSM J66296, CAMSM J67468, CAMSM J67485, NHMUK 47430, NHMUK R8737, PETMG R35	1067115		52.56216	-0.16411					fossils from within several beds of the Peterborough Member, particularly 9 and 15
639	Ophthalmosaurus icenicus	species	164.95	164.18	lower Callovian	Oxford Clay Formation, Peterborough Member	Sigaloceras calloviense–Erymnoceras coronatum ammonoid biozones	Bletchley, Buckinghamshire, England, UK	GB	Moon2016MPS	NHMUK PV R9286, NHMUK R 6691	1067115		51.98086	-0.74982					fossils from within several beds of the Peterborough Member, particularly 9 and 15
640	Ophthalmosaurus icenicus	species	164.95	164.18	lower Callovian	Oxford Clay Formation, Peterborough Member	Sigaloceras calloviense–Erymnoceras coronatum ammonoid biozones	Stewartby, Bedfordshire, England, UK	GB	Moon2016MPS	OUMNH J40000	1067115		52.07191	-0.49550					fossils from within several beds of the Peterborough Member, particularly 9 and 15
641	Stenopterygius cf. quadriscissus	species	182.9	180.36	lower Toarcian		Harpoceras falciferum Ammonoid Biozone	Dobbertin, Mecklenburg, Germany	DE	Maisch2004PZ	uncatalogued	821502		53.62395	12.07599					
642	Stenopterygius triscissus	species	182.9	180.36	lower Toarcian	Junction Bed	Harpoceras faciferum Biozone	Strawberry Bank, Ilminster, Somerset, UK	GB	Caine2011P	BRLSI M1405, BRLSI M1407, BRLSI M1408, BRLSI M1409	1125586		50.93	-2.91					
643	Ophthalmosaurus natans?	species	163.1	152.06	Oxfordian–Kimmeridgian			Bardas Blancas, Mendoza, Argentina	AR	Rusconi1948RMHNM	MOZ-PV-119, MOZ-PV_120	1091228		-35.86872	-69.80504					
644	Ichthyosauria	clade	163.1	152.06	Oxfordian–Kimmeridgian			12 km before the baths of Los Molles, Malalhué Department, Mendoza, Argentina	AR	Rusconi1938BPBAa	MOZ-PV-136?			-35.1655	-69.9389					
645	Ichthyosaurus acutirostris	species	183.7	180.36	lower Toarcian	Whitby Mudstone Formation	Dactylioceras tenuicostatum–Hildoceras bifrons ammonoid biozones	Whitby, Yorkshire, England, UK	GB	Benton1984PYGS	NHMUK PV 14553, NHMUK PV 15500a, NHMUK PV 36879, NHMUK PV 39454, WM 877S, WM 878S	821658		54.49018	-0.61009					
646	Ichthyosaurus acutirostris	species	183.7	180.36	lower Toarcian	Whitby Mudstone Formation	Dactylioceras tenuicostatum–Hildoceras bifrons ammonoid biozones	Hawsker Bottoms, Yorkshire, England, UK	GB	Benton1984PYGS	WM 2546S	821667		54.45505	-0.56310					
647	Ichthyosaurus acutirostris	species	183.7	180.36	lower Toarcian	Whitby Mudstone Formation	Dactylioceras tenuicostatum–Hildoceras bifrons ammonoid biozones	Kettleness alum quarry, Yorkshire, England, UK	GB	Benton1984PYGS	MM unnumbered, WM 876S	821646		54.53197	-0.71411					
648	Ichthyosaurus acutirostris	species	183.7	180.36	lower Toarcian	Whitby Mudstone Formation	Dactylioceras tenuicostatum–Hildoceras bifrons ammonoid biozones	Staithes, Yorkshire, England, UK	GB	Benton1984PYGS	NHMUK PV R5791			54.54718	-0.76664					
649	Ichthyosaurus communis	species	194.18	193.24	upper Sinemurian	Grès de Bonnert	Oxynoticeras oxynotum Ammonoid Biozone	Bois de Beinert, Bonnert, Lorrainge, Belgium	BE	Godefroit1995BSbG	IRSNB R145	1314782		49.71260	5.78126					
650	Ichthyosaurus communis	species	197.95	196.4	lower Sinemurian	Stafelegg Formation, Beggingen Member	Arnioceras semicostatum Ammonoid Biozone	Frick, Switzerland	CH	Maisch2008SJG	SMF 46	1126020		47.49702	8.02191					
