oid	﻿taxon	taxon_rank	max_ma	min_ma	stratigraphy	lithostratigraphy	biostratigraphy	locality	country_code	references	pbdb_occurrences	specimen_no	lat	lng	utm	paleo_lng	paleo_lat	higher_than	comments
465	Guizhouichthyosaurus wolonggangense	species	237.0	235.85	Julian	Xiaowa Formation, Guanling Biota	Metapolygnathus polygnathiformis Conodont Biozone	Wolonggang, Guanling, Guizhou Province, China	CN	Chen2007GC	1135822	SPCV 10306, SPCV 10305	25.89073	105.41107					Originally *Callawayia wolonggangense*
466	Guizhouichthyosaurus tangae	species	237.0	235.85	Julian	Xiaowa Formation, Guanling Biota	Metapolygnathus polygnathiformis Conodont Biozone	Xinpu, Guanling County, Guizhou Province, China	CN	Shang2009VP	893430	IVPP V 11853	25.86942	105.41966					Originally *Shastasaurus epicharis*
467	Guizhouichthyosaurus tangae	species	237.0	235.85	Julian	Xiaowa Formation, Guanling Biota	Metapolygnathus polygnathiformis Conodont Biozone	Xinpu, Guanling County, Guizhou Province, China	CN	Shang2013VP		IVPP V 15652, SDM 20090101	25.86942	105.41966					Originally *Shastasaurus epicharis*
468	Gulosaurus helmi	species	248.2	246.8	Spathian	Vega-Phroso Siltstone Member, Sulphur Mountain Formation		D locality, British Columbia, Canada	CA	Cuthbertson2013JVP	920238,920239	TMP 89.127.3	54.51944	-120.72194					
469	Himalayasaurus tibetensis	species	228.45	205.81	Norian			Tulong Area, Nyalam County, Tibet, China	CN	Young1972MNIGP,Motani1999P	1157811	IVPP V4003	28.45135	86.16660					
470	Hudsonelpidia brevirostris	species	224.31	221.44	early Norian		Epigondolella quadrata Condonto Biozone	North Shore, Peace Reach Branch, Williston Lake, British Columbia, Canada; GSC locality C-301269	CA	McGowan1995CJES	1306282	ROM 44629, ROM 41993	56.11197	-122.88551					
471	Isfjordosaurus minor	species	247.04	246.8	Spathian	Lower Saurian Niveau, Vendomdalen Member, Vikinghøgda Formation	Keyserlingites subrobustus Ammonoid Biozone	Middelhook, Isfjord, Spitsbergen, Svalbard	SJ	Wiman1910BGIUa	1420150		79.56667	13.48333					Originally *Pessopteryx minor*; affinities questionable
472	Macgowania janiceps	species	217.52	217.0	middle Norian		Epigondolella matthewi, Epigondolella multidentata conodont biozones	Jewitt Spur, west of McLay Spur, Peace Reach Branch, Williston Lake, British Columbia, Canada	CA	McGowan1996CJES	1134412	ROM 41992	56.15884	-122.55936					Originally *Ichthyosaurus janiceps*
473	Mixosaurus cornalianus	species	242.03	241.5	Illyrian	Besano Formation	Nevadites secedensis Ammonite Biozone	Monte San Giorgio, Conton Ticino, Switzerland	CH	PardoPerez2020SR	1162165,1310837	GPIT/RE/166, GPIT/RE/, NC/03/H/13, PIMUZ T2423, PIMUZ T2405, SMNS 16688, SMNS 16966, SMNS 15049, SMNS 16964, SMNS 15045, SMNS 15048, SMNS 15044, SMNS 54068a, SMNS 54068b, GPIT/1799/1, GPIT/1799/2, GPIT/1799/3	45.91405	8.94983					
474	Mixosaurus cornalianus	species	242.03	241.5	Illyrian	Grenzbitumenzone	Nevadites secedensis Ammonite Biozone	Cava Tre Fontane, Monte San Giorgio, Canton Ticino, Switzerland	CH	PardoPerez2020SR		PIMUZ T4858, PIMUZ T4857, PIMUZ T4848, PIMUZ T4923	45.911945	8.940556					
475	Mixosaurus cf. cornalianus	species	242.03	241.5	Illyrian	Grenzbitumenzone	Nevadites secedensis Ammonite Biozone	Cava Tre Fontane, Monte San Giorgio, Canton Ticino, Switzerland	CH	PardoPerez2020SR		PIMUZ T4858	45.911945	8.940556					
476	Mixosaurus cornalianus	species	242.03	241.5	Illyrian	Middle Grenzbitumenzone	Nevadites secedensis Ammonite Biozone	Monte San Giorgio, Conton Ticino, Switzerland	CH	PardoPerez2020SR		PIMUZ T5925	45.91405	8.94983					
477	Mixosaurus cornalianus	species	242.03	241.5	Illyrian	Middle Grenzbitumenzone, Minerales grosso 2, bed 113	Nevadites secedensis Ammonite Biozone	Monte San Giorgio, Conton Ticino, Switzerland	CH	PardoPerez2020SR		PIMUZ T2408	45.91405	8.94983					
478	Mixosaurus cornalianus	species	242.03	241.5	Illyrian	Middle Grenzbitumenzone, bed 120	Nevadites secedensis Ammonite Biozone	Monte San Giorgio, Conton Ticino, Switzerland	CH	PardoPerez2020SR		PIMUZ T2422, PIMUZ T2427	45.91405	8.94983					
479	Mixosaurus cornalianus	species	242.03	241.5	Illyrian	Middle Grenzbitumenzone, ultimo minerale 17	Nevadites secedensis Ammonite Biozone	Monte San Giorgio, Conton Ticino, Switzerland	CH	PardoPerez2020SR		PIMUZ T2425	45.91405	8.94983					
480	Mixosaurus cornalianus	species	242.03	241.5	Illyrian	Middle Grenzbitumenzone, ultimo minerale 17	Nevadites secedensis Ammonite Biozone	Monte San Giorgio, Conton Ticino, Switzerland	CH	PardoPerez2020SR		PIMUZ T2425	45.91405	8.94983					
481	Mixosaurus cornalianus	species	242.03	241.5	Illyrian	Middle Grenzbitumenzone, bed 100	Nevadites secedensis Ammonite Biozone	Monte San Giorgio, Conton Ticino, Switzerland	CH	PardoPerez2020SR		PIMUZ T2423	45.91405	8.94983					
482	Mixosaurus cornalianus	species	242.03	241.5	Illyrian	Middle Grenzbitumenzone, bed 118	Nevadites secedensis Ammonite Biozone	Monte San Giorgio, Conton Ticino, Switzerland	CH	PardoPerez2020SR		PIMUZ T2424	45.91405	8.94983					
483	Mixosaurus cornalianus	species	242.03	241.5	Illyrian	Middle Grenzbitumenzone, Minerales 15	Nevadites secedensis Ammonite Biozone	Valle Stelle, Conton Ticino, Switzerland	CH	PardoPerez2020SR		PIMUZ T2420	45.91235	8.93917					
484	Mixosaurus kuhnschneyderi	species	242.03	241.5	Illyrian	Middle Grenzbitumenzone, bed 120	Nevadites secedensis Ammonite Biozone	Monte San Giorgio, Conton Ticino, Switzerland	CH	PardoPerez2020SR		PIMUZ T1324	45.91405	8.94983					Original *Sangiorgiosaurus kuhnschneyderi*
485	Mixosaurus kuhnschneyderi	species	242.03	241.5	Illyrian	Middle Grenzbitumenzone, minerale 8, bed 97	Nevadites secedensis Ammonite Biozone	Monte San Giorgio, Conton Ticino, Switzerland	CH	PardoPerez2020SR		PIMUZ T1899	45.91405	8.94983					Original *Sangiorgiosaurus kuhnschneyderi*
486	Mixosaurus kuhnschneyderi	species	242.03	241.5	Illyrian	Upper Grenzbitumenzone, minerale 1(T.n), bed 135	Nevadites secedensis Ammonite Biozone	Monte San Giorgio, Conton Ticino, Switzerland	CH	PardoPerez2020SR		PIMUZ T1869a-b	45.91405	8.94983					Original *Sangiorgiosaurus kuhnschneyderi*
487	Mixosaurus kuhnschneyderi	species	242.03	241.5	Illyrian	Grenzbitumenzone	Nevadites secedensis Ammonite Biozone	Monte San Giorgio, Conton Ticino, Switzerland	CH	PardoPerez2020SR		PIMUZ T2177, PIMUZ T2140, PIMUZ T2079a-b, PIMUZ T2102	45.91405	8.94983					Original *Sangiorgiosaurus kuhnschneyderi*
488	Mixosaurus xindianensis	species	244.34	244.14	Pelsonian	Guanling Formation	Nicoraella kockeli Conodont Biozone	Xindian town, Pu'an County, Guizhou Province, China	CN	Chen2010APS	1418765	YIGMR SPCV0732	25.64524	104.96750					
489	Parvinatator wapitiensis	species	248.2	246.8	Spathian	Vega-Phroso Member, Sulphur Mountain Formation		D cirque, south east Wapit Lake, British Columbia, Canada	CA	Nicholls1995Vfateosc	1420149	TMP 89.127.8	54.51944	-120.72194					
490	Phantomosaurus neubigi	species	243.43	241.5	Illyrian	lower Upper Muschelkalk	pulcher/robustus conodont zone	Karlstadt/Main, Franconia, Germany	DE	Sander1997AMR,Maisch2006JVP	850677	BSP 1992 I 39	49.96667	9.76667					Originally *Shastasaurus neubigi*
491	Qianichthyosaurus xingyiensis	species	246.7	237.0	Ladinian	Zhunganpo Formation, Xingyi Fauna	Nicoraella kockeli–Metapolygnathus polygnathiformis conodont biozones	Wusha Town, Xingyi, Guizhou Province, China	CN	Yang2013ASNUP	1418476	WS2011-46-R1, WS2011-50-R7	25.13596	104.76357					
492	Qianichthyosaurus zhoui	species	237.0	235.85	Julian	Xiaowa Formation, Guanling Biota	Metapolygnathus polygnathiformis Conodont Biozone	Huangtutang, Xinpu, Guanling County, Guizhou Province, China	CN	Li1999CSB	1505388	IVPP V 11839, IVPP V 11838	25.86764	105.41991					
493	Qianichthyosaurus zhoui	species	237.0	235.85	Julian	Xiaowa Formation, Guanling Biota	Metapolygnathus polygnathiformis Conodont Biozone	Xinpuxiang, Guanling, Guizhou Province, China	CN	Nicholls2002JVP	882593	CMNH V1412/C1120	25.86942	105.41966					
494	Qianichthyosaurus zhoui	species	237.0	235.85	Julian	Xiaowa Formation, Guanling Biota	Metapolygnathus polygnathiformis Conodont Biozone	Xinpuxiang, Guanling, Guizhou Province, China	CN	Wang2008P	788481	YIGMR XTwQ-3, YIGMR TR00040, YIGMR TR00047	25.86942	105.41966					
495	Qianichthyosaurus zhoui	species	237.0	235.85	Julian	Xiaowa Formation, Guanling Biota	Metapolygnathus polygnathiformis Conodont Biozone	Xiaowa Village, Xinpu, Wuxiang, Guanling, Guizhou Province, China	CN	Maisch2008NJFGPA		GMPKU0P-1208	25.89139	105.42845					
496	Qianichthyosaurus zhoui	species	237.0	235.85	Julian	Xiaowa Formation, Guanling Biota	Metapolygnathus polygnathiformis Conodont Biozone	Maou Village, Xinpu, Wuxiang, Guanling, Guizhou Province, China	CN	Yin2000GG		Gmr008	25.89560	105.41519					
497	Quasianosteosaurus vikinghoegdai	species	248.2	248.09	Spathian	Lower Grippia Niveau, Vendomdalen Member, Vikinghøgda Formation	Bajarunia euomphala Ammonoid Biozone	Vikinghøgda, Spitsbergen, Svalbard	SJ	Maisch2003NJFGPAb	1420109	MNHN SVT 331	78.24944	16.80844					
498	Sclerocormus parviceps	species	247.14	247.04	Spathian	Nanlinghu Formation, Upper Member, bed 719	Subcolumbites Ammonite Biozone	Majiashan Quarry, Chaohu, Anhui Province, China	CN	Jiang2016SR	1329760	AGM AGB6265	31.6206	117.819702					
499	Shastasaurus liangae	species	237.0	235.85	Julian	Xiaowa Formation, Guanling Biota	Metapolygnathus polygnathiformis Conodont Biozone	Cockpo, Xinpu, Guanling, Guizhou	CN	Yin2000GG	788483	Gmr014	25.88618	105.41442					
500	Shastasaurus liangae	species	237.0	235.85	Julian	Xiaowa Formation, Guanling Biota	Metapolygnathus polygnathiformis Conodont Biozone	Xinpu, Guanling, Guizhou	CN	Sander2011PO		YIGMR SPCV03107, YIGMR SPCV03108, YIGMR SPCV03109	25.88618	105.41442					
501	Shastasaurus liangae	species	237.0	235.85	Julian	Xiaowa Formation, Guanling Biota	Metapolygnathus polygnathiformis Conodont Biozone	Xinpu, Guanling, Guizhou	CN	Sander2011PO		GNG dq-50	25.88618	105.41442					
502	Toretocnemus zitteli	species	232.82	231.25	Lower Tuvalian	Hosselkus Limestone Formation	Tropites subbulatus Ammonite Biozone	Smith's Cove, between Squaw Creek and Pit River, Shasta County, California, USA	US	Merriam1908MUC	1168607	UCMP 8099	40.79536	-122.25792					
503	Toretocnemus californicus	species	232.82	231.25	Lower Tuvalian	Hosselkus Limestone Formation	Tropites subbulatus Ammonite Biozone	Bear Cove, east side Brock Mountain, between Pit River and Squaw Creek, Shasta County, California, USA	US	Merriam1908MUC	1420044	UCMP 8100	40.88393	-122.07823					
504	Toretocnemus californicus	species	233.6	228.45	upper Carnian	Antimonio Formation, local bed 27	Arcestes sp. Ammonoid Biozone	El Antimonio, Sierra del Alamo, Sonora, Mexico	MX	Lucas1995GSASP	1528939	ERNO-A-3	30.73811	-112.60720					
505	Toretocnemus californicus	species	233.97	233.6	upper Carnian	Antimonio Formation, local bed 5	Sirenites nanseni Biozone	El Antimonio, Sierra del Alamo, Sonora, Mexico	MX	Lucas1995GSASP		ERNO-A-1	30.73811	-112.60720					
506	Toretocnemus californicus	species	233.97	233.6	upper Carnian	Antimonio Formation, local bed 4	Sirenites nanseni Biozone	El Antimonio, Sierra del Alamo, Sonora, Mexico	MX	Lucas1995GSASP		ERNO-A-4	30.73811	-112.60720					
507	Shastasaurus pacificus	species	233.6	232.82	upper Carnian	Antimonio Formation, local bed 12	Tropites dilleri Ammonoid Biozone	El Antimonio, Sierra del Alamo, Sonora, Mexico	MX	Lucas1995GSASP		UCMP 27141, UCMP 27142, UCMP 27146	30.73811	-112.60720					assigned to *Shastasaurus altispinus*
508	Wimanius odontopalatus	species	242.03	241.5	Illyrian	Grenzbitumenzone	Nevadites secedensis Ammonite Biozone	Monte San Giorgio, Conton Ticino, Switzerland	CH	Maisch1998NJGPM	1134410	GPIT/1797	45.91405	8.94983					
509	Xinminosaurus catactes	species	244.34	244.14	Pelsonian	Upper Member, Guanling Formation	Nicoraella germanicus Conodont Biozone	Yangjuan Village, Xinmin District, Panxian County, Guizhou Province, China	CN	Jiang2008PNS	913706	GMPKU-P-1071	25.466667	104.833336					
510	Grippia cf. longirostris	species	248.2	246.8	Spathian	Vega-Phroso Member, Sulphur Mountain Formation		Locality A, Wapiti Lake, British Columbia, Canada	CA	Brinkman1992P	920238	TMP 89.128.5, TMP 86.152.12	54.52639	-120.73611					
511	Grippia cf. longirostris	species	248.2	246.8	Spathian	Vega-Phroso Member, Sulphur Mountain Formation		Locality D, Wapiti Lake, British Columbia, Canada	CA	Brinkman1992P	920238	TMP 89.127.12	54.51944	-120.72194					
512	Mixosaurus kuhnschneyderi	species	244.34	244.14	Pelsonian	Upper Member, Guanling Formation	Nicoraella germanicus Conodont Biozone	Luoke, Xinzhai Village, Luping County, Yunnan Province, China	CN	Chen2009AGS	1418768	YIGM SPCV0810	24.85047	104.38996					
