occurrence_no,record_type,reid_no,flags,collection_no,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_attr,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,ref_author,ref_pubyr,reference_no,phylum,class,order,family,genus,plant_organ,plant_organ2,abund_value,abund_unit,lng,lat,occurrence_comments,collection_name,collection_subset,collection_aka,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments,paleomodel,paleolng,paleolat,geoplate,cc_1,protected,formation,stratgroup,member,stratscale,zone,localsection,localbed,localorder,regionalsection,regionalbed,regionalorder,stratcomments,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,fossilsfrom1,lithology2,lithadj2,lithification2,minor_lithology2,fossilsfrom2,environment,tectonic_setting,geology_comments,assembl_comps,articulated_parts,associated_parts,common_body_parts,rare_body_parts,feed_pred_traces,artifacts,component_comments,pres_mode,preservation_quality,spatial_resolution,temporal_resolution,lagerstatten,concentration,orientation,abund_in_sediment,sorting,fragmentation,bioerosion,encrustation,preservation_comments,collection_type,collection_methods,museum,collection_coverage,collection_size,rock_censused,collectors,collection_dates,collection_comments,taxonomy_comments,taxon_environment,environment_basis,motility,life_habit,vision,diet,reproduction,ontogeny,ecospace_comments,composition,architecture,thickness,reinforcement
1133827,occ,NA,NA,65033,Ophthalmosaurus cuvieri,species,36566,species not entered,Ophthalmosaurus,NA,genus,36566,Kimmeridgian,NA,157.3,152.1,Vadet and Rose,1986,18724,Chordata,Reptilia,Ichthyosauria,Ophthalmosauridae,Ophthalmosaurus,NA,NA,2,specimens,1.611667,50.769722,"MHNB 286 (AN 4373), MHNB 289 (AN 4557)",Moulin-Wibert,NA,"Mont Wibert, Boulonnais, Boulogne-sur-mer",FR,Nord-Pas-de-Calais,Pas-de-Calais,based on nearby landmark,seconds,local area,"Moulin-Wibert cliff, near La Crèche",gp_mid,16.96,33.12,315,FR,NA,NA,NA,NA,bed,Aspidoceras caletanus,NA,NA,NA,NA,NA,NA,"""probably from the Pygurus beds"", ""the middle formation of this cliff""; ""beds with Aspidoceras caletanus?""","""probably from the clays""",claystone,NA,NA,NA,Y,NA,NA,NA,NA,NA,marginal marine indet.,NA,NA,macrofossils,none,some,NA,NA,NA,NA,NA,body,poor,NA,snapshot,NA,dispersed,NA,NA,NA,NA,NA,NA,NA,taxonomic,"field collection,survey of museum collection",NA,NA,NA,NA,"Duterte-Delporte, Beaugrand, Lefebvre",NA,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1134128,occ,NA,NA,144329,Ichthyosauria indet.,unranked clade,36543,NA,Ichthyosauria,NA,unranked clade,36543,Kimmeridgian,Tithonian,157.3,145,Hikuroa,2009,46661,Chordata,Reptilia,Ichthyosauria,NA,NA,NA,NA,NA,NA,-69.916664,-75.916664,"R.7514.14.10, partial tooth",Bean Peaks ichthyosaur locality,NA,NA,AA,Ellsworth Land,NA,estimated from map,minutes,hand sample,NA,gp_mid,-7.26,-72.91,803,AA,NA,Hauberg Mountains,Latady,NA,bed,NA,NA,NA,NA,NA,NA,NA,Latest Bathonian–mid middle Tithonian,NA,conglomerate,NA,NA,NA,Y,NA,NA,NA,NA,NA,marine indet.,NA,NA,macrofossils,NA,NA,NA,NA,NA,NA,NA,body,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1134130,occ,NA,NA,102472,Toretocnemus californicus,species,170859,NA,Toretocnemus californicus,NA,species,170859,Carnian,NA,237,228,Reynoso,2006,46663,Chordata,Reptilia,Ichthyosauria,Toretocnemidae,Toretocnemus,NA,NA,NA,NA,-112.599998,30.75,NA,Northern Sierra del Alamo,NA,Mina el Antimonium,MX,Sonora,El Antimonio,stated in text,minutes,small collection,"""El Antimonio district, located at the northern edge of the Sierra del Alamo in the northwestern part of the state of Sonora, Mexico (near 112 degrees, 36 minutes west longitude, and 30 degrees, 45 minutes north latitude), 44 km west of Caborca.""",gp_mid,-41.17,16.49,104,MX,NA,Antimonio,NA,Lower,bed,Tropites dilleri,NA,NA,NA,NA,NA,NA,"""Co-occurrence of the ammonoid Tropites subbullatus and the Sonoran ichthyosaur specimens was recognized by Smith in 1925 (King, 1939) and by Keller (1928). Smith additionally reported T. dilleri within the same layer. Working with faunas from the Hosselkus Limestone of Shasta County, California, Smith (1927) subdivided the T. subbullatus Zone into a lower ""Trachyceras"" Subzone and an upper"" Juvavites"" Subzone. These were changed, respectively, to the Dilleri Zone for the lower Upper Carian, and the Welleri Zone for the middle Upper Carnian (Silberling, 1956, 1959; Silberling and Tozer, 1968). The holotype of Shastasaurus altispinus was reported by Merriam (1908) as occurring in the ""Trachyceras"" beds (=present Dilleri Zone) of the Hosselkus Limestone in Shasta County. The presence of T. dilleri with UCMP 27141, 27142, and 27146 places them within the Dilleri Zone also; therefore, the holotype and the Sonoran specimens are both early Late Carnian in age.""","""The unit is composed of red calcareous and sandy mudstones, thin beds of very fine-grained red calcareous and arkosic sandstones, and thin interbeds of red limestone. The ichthyosaur bones have a dark reddish hue derived from the matrix.""",mudstone,red,lithified,"sandy,calcareous",Y,NA,NA,NA,NA,NA,marine indet.,NA,NA,macrofossils,some,many,NA,partial skeletons,NA,NA,NA,body,good,parautochthonous,NA,NA,NA,random,rare,NA,occasional,NA,NA,NA,general faunal/floral,survey of museum collection,UCMP,some macrofossils,3 individuals,NA,C. L. Baker,1925,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1134134,occ,NA,NA,142832,Euichthyopterygia indet.,unranked clade,265584,NA,Euichthyopterygia,NA,unranked clade,265584,Kimmeridgian,NA,157.3,152.1,Reynoso,2006,46663,Chordata,Reptilia,NA,NA,NA,NA,NA,NA,NA,-99.18,24.440001,NA,Aramberri,NA,Pliosaur locality,MX,Nuevo Leon,NA,based on nearby landmark,2,small collection,"1 km north-west of Aramberri, on a donkey track",gp_mid,-37.94,10.38,101,MX,NA,La Caja,NA,NA,bed,NA,NA,NA,NA,NA,NA,NA,NA,"Organic-rich, finely laminated, phosphorites",siltstone,concretionary,NA,NA,Y,"""shale""",NA,NA,NA,NA,open shallow subtidal,NA,Open marine shelf,macrofossils,NA,NA,NA,NA,NA,NA,NA,"body,concretion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,NA,NA,NA,1985,"Facultad de Ciencias de la Tierra of the Universidad Autonóma de Nuevo León (UANL-FCT) in Linares, Mexico",NA,marine,NA,actively mobile,nektonic,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1134139,occ,NA,NA,144332,Ichthyosaurus sp.,genus,36558,NA,Ichthyosaurus,NA,genus,36558,Kimmeridgian,Early Tithonian,157.3,145,Reynoso,2006,46663,Chordata,Reptilia,Ichthyosauria,Ichthyosauridae,Ichthyosaurus,NA,NA,NA,NA,-102.083336,26.983334,Some vertebrae and plates,Sierra de Parras (La Casita type section locality),NA,NA,MX,Coahuila,NA,estimated from map,minutes,small collection,NA,gp_mid,-41.56,13.35,101,MX,NA,La Casita,NA,NA,group of beds,NA,NA,NA,NA,NA,NA,NA,NA,NA,not reported,NA,NA,NA,Y,NA,NA,NA,NA,NA,marine indet.,NA,NA,macrofossils,NA,NA,NA,NA,NA,NA,NA,body,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1134147,occ,NA,NA,144335,Ichthyosauria indet.,unranked clade,36543,NA,Ichthyosauria,NA,unranked clade,36543,Late Berriasian,Early Hauterivian,145,130,Reynoso,2006,46663,Chordata,Reptilia,Ichthyosauria,NA,NA,NA,NA,NA,NA,-97.735001,17.275,Centra,"Huajuapan de Leon, Tlaxiaco",NA,Plesiosaurus mexicanus type locality,MX,Oaxaca,NA,based on nearby landmark,3,small collection,NA,gp_mid,-41.05,11.48,104,MX,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not reported,NA,NA,NA,Y,NA,NA,NA,NA,NA,marine indet.,NA,NA,macrofossils,NA,NA,NA,NA,NA,NA,NA,body,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,USNM,NA,NA,NA,NA,NA,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1134401,occ,NA,NA,144395,n. gen. Chensaurus n. sp. chaoxianensis,species,150076,NA,Chensaurus chaoxianensis,NA,species,150075,Spathian,NA,251.3,247.2,Sander,2000,46676,Chordata,Reptilia,Ichthyosauria,Grippiidae,Chaohusaurus,NA,NA,NA,NA,117.269997,31.040001,"Precise locality unknown, specimen details not reported","Anhui Province, unknown locality",NA,Ichthyosaur locality,CN,Anhui,NA,based on political unit,2,local area,NA,gp_mid,116.59,-5.78,611,CN,NA,NA,NA,NA,bed,NA,NA,NA,NA,NA,NA,NA,NA,NA,not reported,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine indet.,NA,NA,macrofossils,NA,NA,NA,NA,NA,NA,NA,body,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1134402,occ,NA,NA,144395,n. gen. Chensaurus n. sp. faciles,species,170963,objective synonym of,Chaohusaurus geishanensis,NA,species,170845,Spathian,NA,251.3,247.2,Sander,2000,46676,Chordata,Reptilia,Ichthyosauria,Grippiidae,Chaohusaurus,NA,NA,NA,NA,117.269997,31.040001,"Precise locality unknown, specimen details not reported","Anhui Province, unknown locality",NA,Ichthyosaur locality,CN,Anhui,NA,based on political unit,2,local area,NA,gp_mid,116.59,-5.78,611,CN,NA,NA,NA,NA,bed,NA,NA,NA,NA,NA,NA,NA,NA,NA,not reported,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine indet.,NA,NA,macrofossils,NA,NA,NA,NA,NA,NA,NA,body,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1134403,occ,NA,NA,144395,Chaohusaurus geishanensis,species,170845,NA,Chaohusaurus geishanensis,NA,species,170845,Spathian,NA,251.3,247.2,Sander,2000,46676,Chordata,Reptilia,Ichthyosauria,Grippiidae,Chaohusaurus,NA,NA,NA,NA,117.269997,31.040001,"Precise locality unknown, specimen details not reported","Anhui Province, unknown locality",NA,Ichthyosaur locality,CN,Anhui,NA,based on political unit,2,local area,NA,gp_mid,116.59,-5.78,611,CN,NA,NA,NA,NA,bed,NA,NA,NA,NA,NA,NA,NA,NA,NA,not reported,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine indet.,NA,NA,macrofossils,NA,NA,NA,NA,NA,NA,NA,body,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1134404,occ,NA,NA,13344,Contectopalatus sp.,genus,172826,NA,Contectopalatus,NA,genus,172826,Anisian,Ladinian,247.2,237,Sander,2000,46676,Chordata,Reptilia,Ichthyosauria,Mixosauridae,Contectopalatus,NA,NA,NA,NA,9.233333,45.150002,Precise locality unknown,Monte San Giorgio nothosaurs,NA,NA,CH,NA,NA,based on nearby landmark,minutes,basin,"Monte San Giorgio, southern Switzerland. Coordinates for nearby Tessin/Ticino River.",gp_mid,33.28,16.98,307,CH,NA,Monte San Giorgio bituminous shales,NA,NA,group of beds,NA,NA,NA,NA,NA,NA,NA,NA,bituminous shales (complete lithology described in Rieber & Sorbini),"""shale""",NA,NA,carbonaceous,NA,NA,NA,NA,NA,NA,offshore indet.,NA,"""the sediments are fully marine and suggest a coast several kilometers away""",macrofossils,NA,NA,NA,NA,NA,NA,NA,body,good,NA,NA,concentrate,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,"field collection,survey of museum collection",NA,NA,800 specimens,NA,NA,NA,NA,"Sander lists two distinct species of <i>Neusticosaurus</i> without naming them, noting that they come from distinct stratigraphic levels but without providing any further information.",marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1134405,occ,NA,NA,13344,Sangiorgiosaurus sp.,genus,172323,subjective synonym of,Mixosaurus,NA,genus,36562,Anisian,Ladinian,247.2,237,Sander,2000,46676,Chordata,Reptilia,Ichthyosauria,Mixosauridae,Mixosaurus,NA,NA,NA,NA,9.233333,45.150002,Precise locality unknown,Monte San Giorgio nothosaurs,NA,NA,CH,NA,NA,based on nearby landmark,minutes,basin,"Monte San Giorgio, southern Switzerland. Coordinates for nearby Tessin/Ticino River.",gp_mid,33.28,16.98,307,CH,NA,Monte San Giorgio bituminous shales,NA,NA,group of beds,NA,NA,NA,NA,NA,NA,NA,NA,bituminous shales (complete lithology described in Rieber & Sorbini),"""shale""",NA,NA,carbonaceous,NA,NA,NA,NA,NA,NA,offshore indet.,NA,"""the sediments are fully marine and suggest a coast several kilometers away""",macrofossils,NA,NA,NA,NA,NA,NA,NA,body,good,NA,NA,concentrate,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,"field collection,survey of museum collection",NA,NA,800 specimens,NA,NA,NA,NA,"Sander lists two distinct species of <i>Neusticosaurus</i> without naming them, noting that they come from distinct stratigraphic levels but without providing any further information.",marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1134406,occ,NA,NA,133310,n. gen. Tholodus n. sp. schmidi,species,263041,NA,Tholodus schmidi,NA,species,263041,Middle Triassic,NA,247.2,237,Sander,2000,46676,Chordata,Reptilia,Ichthyosauria,Omphalosauridae,Tholodus,NA,NA,NA,NA,18.328611,44.149723,"Precise locality unknown, specimen details not reported",Muschelkalk,NA,NA,BA,Vares,NA,NA,seconds,NA,NA,gp_mid,35.62,10.85,307,BA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not reported,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine indet.,NA,NA,mesofossils,NA,NA,NA,NA,NA,NA,NA,body,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1134407,occ,NA,NA,13344,n. gen. Besanosaurus n. sp. leptorhynchus,species,172952,NA,Besanosaurus leptorhynchus,NA,species,172952,Anisian,Ladinian,247.2,237,Sander,2000,46676,Chordata,Reptilia,Ichthyosauria,Besanosauridae,Besanosaurus,NA,NA,NA,NA,9.233333,45.150002,Precise locality unknown,Monte San Giorgio nothosaurs,NA,NA,CH,NA,NA,based on nearby landmark,minutes,basin,"Monte San Giorgio, southern Switzerland. Coordinates for nearby Tessin/Ticino River.",gp_mid,33.28,16.98,307,CH,NA,Monte San Giorgio bituminous shales,NA,NA,group of beds,NA,NA,NA,NA,NA,NA,NA,NA,bituminous shales (complete lithology described in Rieber & Sorbini),"""shale""",NA,NA,carbonaceous,NA,NA,NA,NA,NA,NA,offshore indet.,NA,"""the sediments are fully marine and suggest a coast several kilometers away""",macrofossils,NA,NA,NA,NA,NA,NA,NA,body,good,NA,NA,concentrate,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,"field collection,survey of museum collection",NA,NA,800 specimens,NA,NA,NA,NA,"Sander lists two distinct species of <i>Neusticosaurus</i> without naming them, noting that they come from distinct stratigraphic levels but without providing any further information.",marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1134408,occ,NA,NA,136686,Californosaurus sp.,genus,36545,NA,Californosaurus,NA,genus,36545,Carnian,NA,237,228,Sander,2000,46676,Chordata,Reptilia,Ichthyosauria,Californosauridae,Californosaurus,NA,NA,NA,NA,-122.099998,40.75,"Precise locality unknown, specimen details not reported","Cow Creek, Shasta County",NA,NA,US,California,NA,based on nearby landmark,2,outcrop,NA,gp_mid,-43.22,23.29,101,US,FED,Hosselkus,NA,NA,group of beds,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""limestone""",black,lithified,NA,NA,NA,NA,NA,NA,NA,carbonate indet.,NA,NA,macrofossils,NA,NA,NA,NA,NA,NA,NA,body,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,field collection,UCMP,NA,NA,NA,NA,NA,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1134409,occ,NA,NA,13344,n. gen. Mikadocephalus sp.,genus,170846,NA,Mikadocephalus,NA,genus,170846,Anisian,Ladinian,247.2,237,Sander,2000,46676,Chordata,Reptilia,Ichthyosauria,Guanlingsauridae,Mikadocephalus,NA,NA,NA,NA,9.233333,45.150002,Precise locality unknown,Monte San Giorgio nothosaurs,NA,NA,CH,NA,NA,based on nearby landmark,minutes,basin,"Monte San Giorgio, southern Switzerland. Coordinates for nearby Tessin/Ticino River.",gp_mid,33.28,16.98,307,CH,NA,Monte San Giorgio bituminous shales,NA,NA,group of beds,NA,NA,NA,NA,NA,NA,NA,NA,bituminous shales (complete lithology described in Rieber & Sorbini),"""shale""",NA,NA,carbonaceous,NA,NA,NA,NA,NA,NA,offshore indet.,NA,"""the sediments are fully marine and suggest a coast several kilometers away""",macrofossils,NA,NA,NA,NA,NA,NA,NA,body,good,NA,NA,concentrate,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,"field collection,survey of museum collection",NA,NA,800 specimens,NA,NA,NA,NA,"Sander lists two distinct species of <i>Neusticosaurus</i> without naming them, noting that they come from distinct stratigraphic levels but without providing any further information.",marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1134410,occ,35498,NA,13344,n. gen. Wimanius n. sp. odontopalatus,species,170849,NA,Wimanius odontopalatus,NA,species,170849,Anisian,Ladinian,247.2,237,Motani,1999,33848,Chordata,Reptilia,Ichthyosauria,Wimaniidae,Wimanius,NA,NA,NA,NA,9.233333,45.150002,Precise locality unknown,Monte San Giorgio nothosaurs,NA,NA,CH,NA,NA,based on nearby landmark,minutes,basin,"Monte San Giorgio, southern Switzerland. Coordinates for nearby Tessin/Ticino River.",gp_mid,33.28,16.98,307,CH,NA,Monte San Giorgio bituminous shales,NA,NA,group of beds,NA,NA,NA,NA,NA,NA,NA,NA,bituminous shales (complete lithology described in Rieber & Sorbini),"""shale""",NA,NA,carbonaceous,NA,NA,NA,NA,NA,NA,offshore indet.,NA,"""the sediments are fully marine and suggest a coast several kilometers away""",macrofossils,NA,NA,NA,NA,NA,NA,NA,body,good,NA,NA,concentrate,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,"field collection,survey of museum collection",NA,NA,800 specimens,NA,NA,NA,NA,"Sander lists two distinct species of <i>Neusticosaurus</i> without naming them, noting that they come from distinct stratigraphic levels but without providing any further information.",marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1134411,occ,NA,NA,144396,n. gen. Hudsonelpidia sp.,genus,36557,NA,Hudsonelpidia,NA,genus,36557,Norian,NA,228,208.5,Sander,2000,46676,Chordata,Reptilia,Ichthyosauria,NO_FAMILY_SPECIFIED,Hudsonelpidia,NA,NA,NA,NA,-122.566666,56.150002,Precise locality unknown,Williston Lake,NA,Ichthyosaur locality,CA,British Columbia,NA,estimated from map,minutes,small collection,Precise locality unknown,gp_mid,-40.72,33.18,101,CA,NA,NA,NA,NA,formation,NA,NA,NA,NA,NA,NA,NA,NA,NA,not reported,NA,NA,NA,Y,NA,NA,NA,NA,NA,marine indet.,NA,NA,macrofossils,NA,NA,NA,NA,NA,NA,NA,body,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1134412,occ,NA,NA,144396,n. gen. Ichthyosaurus n. sp. janiceps,species,170864,recombined as,Macgowania janiceps,NA,species,170864,Norian,NA,228,208.5,Sander,2000,46676,Chordata,Reptilia,Ichthyosauria,NO_FAMILY_SPECIFIED,Macgowania,NA,NA,NA,NA,-122.566666,56.150002,Precise locality unknown,Williston Lake,NA,Ichthyosaur locality,CA,British Columbia,NA,estimated from map,minutes,small collection,Precise locality unknown,gp_mid,-40.72,33.18,101,CA,NA,NA,NA,NA,formation,NA,NA,NA,NA,NA,NA,NA,NA,NA,not reported,NA,NA,NA,Y,NA,NA,NA,NA,NA,marine indet.,NA,NA,macrofossils,NA,NA,NA,NA,NA,NA,NA,body,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1134413,occ,NA,NA,144397,Temnodontosaurus n. sp. burgundiae,species,170870,NA,Temnodontosaurus burgundiae,NA,species,170870,Early Jurassic,NA,201.3,174.1,Sander,2000,46676,Chordata,Reptilia,Ichthyosauria,NO_FAMILY_SPECIFIED,Temnodontosaurus,NA,NA,NA,NA,4.27,47.5,"Precise locality unknown, specimen details not reported",Burgundy icthyosaur locality,NA,Temnodontosaurus burgundiae locality,FR,Burgundy,NA,based on political unit,2,local area,Precise locality data unknown,gp_mid,20.04,37.8,305,FR,NA,NA,NA,NA,group of beds,NA,NA,NA,NA,NA,NA,NA,Upper Liassic,NA,not reported,NA,NA,NA,Y,NA,NA,NA,NA,NA,marine indet.,NA,NA,macrofossils,NA,NA,NA,NA,NA,NA,NA,body,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1134414,occ,NA,NA,132361,Leptopterygius n. sp. disinteger,species,36559,"subjective synonym of, species not entered",Leptonectes,NA,genus,150185,Early Toarcian,NA,183,182,Sander,2000,46676,Chordata,Reptilia,Ichthyosauria,NO_FAMILY_SPECIFIED,Leptonectes,NA,NA,NA,NA,9.525556,48.645557,"Precise locality unknown, specimen details not reported","Ohmden, GPIT specimen, epsilon III",NA,NA,DE,Baden-Württenburg,NA,based on nearby landmark,seconds,small collection,Coordinates are for the village of Ohmden; no more precise data available,gp_mid,27.01,39.45,305,DE,NA,Posidonia Shale,NA,Lias Epsilon 3,bed,Hildoceras bifrons,NA,NA,NA,NA,NA,NA,150-200 mm above the boundary between the epsilon II and epsilon II-12 stratigraphic divisions,NA,"""shale""",NA,NA,NA,Y,NA,NA,NA,NA,NA,marine indet.,NA,NA,macrofossils,none,some,NA,NA,NA,NA,NA,body,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,"selective quarrying,mechanical,survey of museum collection",NA,NA,NA,NA,NA,NA,"GPIT: Institut für Geologie und Paläontologie, Universität Tübingen",NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1134415,occ,37873,NA,144398,n. gen. Nannopterygius n. sp. enthekiodon,species,170909,NA,Nannopterygius enthekiodon,NA,species,170909,Kimmeridgian,NA,157.3,152.1,Zverkov and Jacobs,2021,75538,Chordata,Reptilia,Ichthyosauria,Ophthalmosauridae,Nannopterygius,NA,NA,NA,NA,-2.117,50.619999,"Holotype NHMUK 46497, largely complete, but flattened specimen.  Little other material, none diagnostic: NHMUK 46497a, R1197, 46473e, 47424, R5832.",Kimmeridge Bay,NA,Nannopterygius enthekiodon type locality,UK,england,Dorset,estimated from map,2,outcrop,NA,gp_mid,14.2,32.64,315,UK,NA,Kimmeridge Clay,NA,NA,bed,NA,NA,NA,NA,NA,NA,NA,NA,NA,claystone,NA,NA,NA,Y,NA,NA,NA,NA,NA,marine indet.,NA,NA,macrofossils,NA,NA,NA,NA,NA,NA,NA,body,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,NA,NA,NA,NA,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1134416,occ,NA,NA,24521,Ichthyosauria indet.,unranked clade,36543,NA,Ichthyosauria,NA,unranked clade,36543,Tithonian,NA,152.1,145,Sander,2000,46676,Chordata,Reptilia,Ichthyosauria,NA,NA,NA,NA,NA,NA,11,48.900002,"Precise locality unknown, specimen details not reported",Solnhofen,NA,NA,DE,Franconia,NA,based on nearby landmark,minutes,local area,"Coordinates from: ""Official Standard Names Gazetteer"", United States Board on Geographic Names",gp_mid,23.28,32.05,305,DE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,terrestrial indet.,NA,NA,macrofossils,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,NA,NA,NA,NA,NA,NA,NA,"from Barale (1981, p. 283)",marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
1134488,occ,NA,NA,139781,Stenopterygius megacephalus,species,170899,NA,Stenopterygius megacephalus,NA,species,170899,Falciferum,NA,183,182,Maisch,2008,46688,Chordata,Reptilia,Ichthyosauria,NO_FAMILY_SPECIFIED,Stenopterygius,NA,NA,NA,NA,9.51,48.630001,NA,"Holzmaden, G. Fischer quarry, epsilon II-11 (SMNS collection)",NA,NA,DE,NA,NA,NA,2,NA,NA,gp_mid,27,39.43,305,DE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Schlacken""",NA,"""shale""",concretionary,lithified,NA,NA,NA,NA,NA,NA,NA,marine indet.,NA,NA,macrofossils,NA,NA,skeletons,NA,NA,NA,NA,adpression,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taxonomic,NA,SMNS,NA,NA,NA,NA,NA,NA,NA,marine,NA,actively mobile,NA,NA,carnivore,viviparous,NA,NA,hydroxyapatite,NA,NA,NA
